,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
0,2018-07-21,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Puebla,2.8,0.2,53.0,45385,José Corona,4-2-3-1,Roberto Ríos Jacome,Match Report,,17,7,20.2,1,1,2019,Cruz Azul
1,2018-07-28,21:06,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,1,0,Guadalajara,0.4,1.0,43.0,37412,José Corona,4-2-3-1,Fernando Hernández,Match Report,,8,2,20.7,0,0,2019,Cruz Azul
2,2018-08-04,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,1,0,UANL,0.2,0.3,31.0,55571,José Corona,4-5-1,Marco Antonio Nava,Match Report,,6,2,25.4,0,0,2019,Cruz Azul
3,2018-08-12,18:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Tijuana,0.6,1.8,44.0,27333,José Corona,4-5-1,Luis Santander,Match Report,,16,4,24.7,0,0,2019,Cruz Azul
4,2018-08-18,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,León,2.2,0.7,51.0,30627,José Corona,4-1-3-2,César Arturo Ramos,Match Report,,9,5,11.5,0,0,2019,Cruz Azul
5,2018-08-22,19:00,Liga MX,Apertura 2018 Regular Season,Wed,Home,W,1,0,Toluca,1.2,0.7,44.0,31120,José Corona,4-5-1,Francisco Chacón,Match Report,,13,3,18.0,0,0,2019,Cruz Azul
6,2018-08-26,18:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Santos,0.7,2.0,46.0,28460,José Corona,4-2-3-1,Óscar Macias,Match Report,,6,1,18.2,0,0,2019,Cruz Azul
7,2018-09-01,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,4,1,Veracruz,0.7,1.8,46.0,81070,José Corona,4-2-3-1,Roberto García,Match Report,,10,4,21.6,0,0,2019,Cruz Azul
8,2018-09-15,20:45,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,2,Necaxa,0.4,1.3,51.0,22578,José Corona,4-1-4-1,César Arturo Ramos,Match Report,,12,3,24.7,0,0,2019,Cruz Azul
9,2018-09-22,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,0,Atlas,1.0,1.7,56.0,18541,José Corona,4-4-2,Diego Montaño,Match Report,,10,4,24.8,0,0,2019,Cruz Azul
10,2018-09-29,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,3,Pachuca,0.8,2.4,37.0,27512,José Corona,4-4-2,Fernando Guerrero,Match Report,,13,3,16.5,0,0,2019,Cruz Azul
11,2018-10-06,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Monterrey,1.4,0.8,68.0,27689,José Corona,3-5-2,Fernando Hernández,Match Report,,12,2,22.4,1,1,2019,Cruz Azul
12,2018-10-20,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,2,Querétaro,1.0,2.7,45.0,29348,José Corona,4-3-3,Francisco Chacón,Match Report,,17,4,20.9,0,0,2019,Cruz Azul
13,2018-10-27,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,0,0,América,0.4,0.4,51.0,62003,José Corona,4-2-3-1,Jorge Pérez,Match Report,,6,0,11.3,0,0,2019,Cruz Azul
14,2018-11-04,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,2,1,UNAM,1.0,1.3,46.0,42717,José Corona,4-3-3,Jorge Rojas,Match Report,,11,4,17.5,0,0,2019,Cruz Azul
15,2018-11-10,17:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Lobos BUAP,2.7,1.0,59.0,27017,José Corona,3-4-3,César Arturo Ramos,Match Report,,22,9,17.0,0,0,2019,Cruz Azul
16,2018-11-23,19:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,2,0,Morelia,1.3,1.4,48.0,28076,Guillermo Allison,4-2-3-1,Luis Santander,Match Report,,12,7,19.1,0,0,2019,Cruz Azul
17,2018-11-28,19:00,Liga MX,Quarter-finals,Wed,Away,W,2,0,Querétaro,1.2,0.3,45.0,29039,José Corona,4-2-3-1,Diego Montaño,Match Report,Leg 1 of 2,10,2,17.2,0,0,2019,Cruz Azul
18,2018-12-01,19:00,Liga MX,Quarter-finals,Sat,Home,D,1,1,Querétaro,0.3,0.9,51.0,30858,José Corona,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; Cruz Azul won,8,1,26.5,0,0,2019,Cruz Azul
19,2018-12-05,20:06,Liga MX,Semi-finals,Wed,Away,L,0,1,Monterrey,0.4,0.7,57.0,36721,José Corona,4-2-3-1,,Match Report,Leg 1 of 2,3,1,16.7,0,0,2019,Cruz Azul
20,2018-12-08,19:00,Liga MX,Semi-finals,Sat,Home,W,1,0,Monterrey,2.3,0.5,58.0,39307,José Corona,4-2-3-1,,Match Report,Leg 2 of 2; Cruz Azul won,11,3,22.2,0,1,2019,Cruz Azul
21,2018-12-13,20:30,Liga MX,Finals,Thu,Away,D,0,0,América,0.8,0.7,51.0,59244,José Corona,4-2-3-1,Fernando Guerrero,Match Report,Leg 1 of 2,7,1,20.8,0,0,2019,Cruz Azul
22,2018-12-16,18:30,Liga MX,Finals,Sun,Home,L,0,2,América,0.3,1.5,56.0,71240,José Corona,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; América won,5,0,20.0,0,0,2019,Cruz Azul
23,2019-01-04,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,D,1,1,Puebla,0.9,1.7,64.0,22777,José Corona,4-2-3-1,Edgar Rangel,Match Report,,11,3,25.3,0,0,2019,Cruz Azul
24,2019-01-12,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,L,0,1,Guadalajara,0.5,1.3,60.0,32881,José Corona,4-2-3-1,Jorge Rojas,Match Report,,13,1,21.0,0,0,2019,Cruz Azul
25,2019-01-19,21:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,W,1,0,UANL,1.1,0.4,34.0,41615,José Corona,4-4-2,Fernando Guerrero,Match Report,,6,1,19.0,1,1,2019,Cruz Azul
26,2019-01-26,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Tijuana,1.4,1.5,46.0,10311,José Corona,4-4-2,Oscar Mejia,Match Report,,11,3,25.9,1,1,2019,Cruz Azul
27,2019-02-02,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,0,2,León,1.7,2.0,41.0,23289,José Corona,4-4-2,Diego Montaño,Match Report,,8,2,16.0,0,1,2019,Cruz Azul
28,2019-02-10,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,D,1,1,Toluca,1.2,0.4,40.0,19221,José Corona,4-4-2,Francisco Chacón,Match Report,,7,2,19.9,0,0,2019,Cruz Azul
29,2019-02-16,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,L,1,2,Santos,1.6,1.0,60.0,12231,José Corona,4-4-2,Eduardo Basulto,Match Report,,16,2,17.9,0,0,2019,Cruz Azul
30,2019-02-22,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,D,1,1,Veracruz,3.3,0.6,61.0,17978,José Corona,4-4-2,Marco Antonio Nava,Match Report,,28,7,14.6,0,0,2019,Cruz Azul
31,2019-03-02,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,1,Necaxa,1.3,1.0,51.0,17044,José Corona,4-3-3,Diego Montaño,Match Report,,13,3,22.4,0,0,2019,Cruz Azul
32,2019-03-08,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,0,Atlas,2.2,0.5,43.0,33951,José Corona,4-3-3,Luis Santander,Match Report,,13,8,17.9,0,0,2019,Cruz Azul
33,2019-03-16,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,4,1,Pachuca,1.6,0.5,46.0,15321,José Corona,4-3-3,Andonai Escobedo,Match Report,,13,4,24.1,1,1,2019,Cruz Azul
34,2019-03-30,21:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,D,2,2,Monterrey,0.6,0.9,53.0,41771,José Corona,4-3-3,Eduardo Basulto,Match Report,,11,6,17.3,0,0,2019,Cruz Azul
35,2019-04-06,17:06,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,Querétaro,1.7,0.3,58.0,12963,José Corona,4-3-3,Alejandro Funk,Match Report,,12,3,20.2,1,1,2019,Cruz Azul
36,2019-04-14,18:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,D,0,0,América,0.5,0.8,47.0,47407,José Corona,4-3-3,Marco Antonio Nava,Match Report,,5,2,24.9,0,0,2019,Cruz Azul
37,2019-04-20,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,1,UNAM,2.3,1.2,70.0,24596,José Corona,4-3-3,Jorge Pérez,Match Report,,17,6,16.7,1,1,2019,Cruz Azul
38,2019-04-28,16:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,W,4,1,Lobos BUAP,0.6,0.9,52.0,14275,José Corona,4-3-3,Fernando Hernández,Match Report,,10,4,15.5,0,0,2019,Cruz Azul
39,2019-05-04,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,D,1,1,Morelia,2.0,0.9,56.0,17758,José Corona,4-3-3,Roberto García,Match Report,,12,2,18.8,1,1,2019,Cruz Azul
40,2019-05-09,21:05,Liga MX,Quarter-finals,Thu,Away,L,1,3,América,1.2,1.3,55.0,31450,José Corona,4-3-3,Jorge Rojas,Match Report,Leg 1 of 2,11,1,24.9,1,1,2019,Cruz Azul
41,2019-05-12,18:10,Liga MX,Quarter-finals,Sun,Home,W,1,0,América,1.4,0.4,66.0,34779,José Corona,5-3-2,Fernando Guerrero,Match Report,Leg 2 of 2; América won,18,3,20.5,0,0,2019,Cruz Azul
0,2018-07-22,20:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,1,2,Necaxa,1.4,1.4,48.0,16450,Paul Aguilar,4-4-2,Jorge Rojas,Match Report,,13,2,16.6,0,0,2019,America
1,2018-07-28,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Atlas,2.3,0.4,45.0,25578,Oribe Peralta,4-4-2,Andonai Escobedo,Match Report,,15,6,14.5,0,0,2019,America
2,2018-08-04,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,3,1,Pachuca,2.0,1.2,38.0,24063,Oribe Peralta,4-4-2,Fernando Hernández,Match Report,,11,8,13.2,0,0,2019,America
3,2018-08-11,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Monterrey,2.8,0.2,46.0,24346,Oribe Peralta,4-4-2,Jorge Pérez,Match Report,,17,10,18.3,1,1,2019,America
4,2018-08-18,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,Querétaro,0.5,0.8,41.0,26390,Oribe Peralta,4-4-2,Jorge Rojas,Match Report,,10,3,16.6,0,0,2019,America
5,2018-08-22,19:00,Liga MX,Apertura 2018 Regular Season,Wed,Away,L,0,2,León,0.6,1.5,57.0,25175,Oribe Peralta,4-4-2,Marco Antonio Nava,Match Report,,10,2,17.8,0,0,2019,America
6,2018-08-25,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,2,2,UNAM,1.2,1.2,47.0,38342,Oribe Peralta,4-4-2,Fernando Guerrero,Match Report,,13,2,18.0,0,0,2019,America
7,2018-09-02,16:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,2,0,Lobos BUAP,2.4,0.4,49.0,19283,Oribe Peralta,4-4-2,Óscar Macias,Match Report,,13,5,18.2,1,1,2019,America
8,2018-09-15,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Morelia,1.1,0.4,44.0,24003,Oribe Peralta,4-4-2,Eduardo Basulto,Match Report,,13,5,22.0,0,0,2019,America
9,2018-09-21,21:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,3,2,Puebla,3.1,1.0,54.0,23234,Oribe Peralta,4-4-2,Luis Santander,Match Report,,24,8,21.1,1,1,2019,America
10,2018-09-30,18:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,Guadalajara,1.6,1.5,54.0,69486,Oribe Peralta,4-4-2,César Arturo Ramos,Match Report,,18,3,24.3,0,1,2019,America
11,2018-10-06,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,3,2,UANL,2.1,1.1,31.0,41596,Oribe Peralta,4-4-2,Marco Antonio Nava,Match Report,,15,4,20.7,0,0,2019,America
12,2018-10-20,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Tijuana,1.9,0.8,45.0,20813,Paul Aguilar,4-2-3-1,Diego Montaño,Match Report,,12,4,16.2,0,0,2019,America
13,2018-10-27,21:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,0,0,Cruz Azul,0.4,0.4,49.0,62003,Paul Aguilar,4-2-3-1,Jorge Pérez,Match Report,,7,2,18.4,0,0,2019,America
14,2018-11-03,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Toluca,0.7,0.5,55.0,28635,Oribe Peralta,4-4-2,Óscar Macias,Match Report,,9,3,22.5,0,0,2019,America
15,2018-11-11,18:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Santos,0.6,1.3,47.0,28479,Oribe Peralta,4-4-2,Luis Santander,Match Report,,14,3,25.6,0,0,2019,America
16,2018-11-24,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,4,1,Veracruz,4.0,0.9,61.0,13005,Oribe Peralta,4-4-2,Diego Montaño,Match Report,,29,14,20.1,0,1,2019,America
17,2018-11-29,19:00,Liga MX,Quarter-finals,Thu,Away,D,2,2,Toluca,1.7,1.4,31.0,26031,Oribe Peralta,5-3-2,Marco Antonio Nava,Match Report,Leg 1 of 2,12,7,19.1,0,0,2019,America
18,2018-12-02,18:30,Liga MX,Quarter-finals,Sun,Home,W,3,2,Toluca,1.7,1.9,40.0,44118,Paul Aguilar,5-3-2,César Arturo Ramos,Match Report,Leg 2 of 2; América won,13,4,17.2,0,0,2019,America
19,2018-12-06,20:45,Liga MX,Semi-finals,Thu,Away,D,1,1,UNAM,1.8,2.0,32.0,49345,Oribe Peralta,5-3-2,,Match Report,Leg 1 of 2,9,4,18.4,0,1,2019,America
20,2018-12-09,18:45,Liga MX,Semi-finals,Sun,Home,W,6,1,UNAM,2.9,0.4,48.0,64039,Paul Aguilar,4-4-2,Jorge Rojas,Match Report,Leg 2 of 2; América won,15,8,13.5,1,1,2019,America
21,2018-12-13,20:30,Liga MX,Finals,Thu,Home,D,0,0,Cruz Azul,0.7,0.8,49.0,59244,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,Leg 1 of 2,8,2,19.0,0,0,2019,America
22,2018-12-16,18:30,Liga MX,Finals,Sun,Away,W,2,0,Cruz Azul,1.5,0.3,44.0,71240,Oribe Peralta,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; América won,12,9,19.8,0,0,2019,America
23,2019-01-11,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,1,Atlas,1.3,0.5,49.0,46056,Oribe Peralta,4-4-2,Jorge Pérez,Match Report,,14,4,18.7,0,0,2019,America
24,2019-01-19,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,Pachuca,1.4,0.6,43.0,22507,Oribe Peralta,4-4-2,Óscar Macias,Match Report,,11,6,17.8,0,0,2019,America
25,2019-01-26,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,Monterrey,1.6,2.7,61.0,46292,Paul Aguilar,4-4-2,Fernando Guerrero,Match Report,,14,7,18.0,0,0,2019,America
26,2019-02-02,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,0,Querétaro,1.5,0.5,49.0,16503,Paul Aguilar,4-4-2,Jorge Rojas,Match Report,,16,8,24.2,1,1,2019,America
27,2019-02-09,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,L,0,3,León,1.4,1.6,48.0,23867,Paul Aguilar,4-4-2,Oscar Mejia,Match Report,,22,5,18.3,0,0,2019,America
28,2019-02-17,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,0,1,UNAM,1.5,1.0,46.0,42600,Paul Aguilar,4-4-2,César Arturo Ramos,Match Report,,12,3,17.9,0,0,2019,America
29,2019-02-23,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,Lobos BUAP,1.3,0.3,61.0,20612,Paul Aguilar,4-1-2-1-2◆,Diego Montaño,Match Report,,16,6,19.6,0,0,2019,America
30,2019-03-01,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,D,2,2,Morelia,1.2,1.6,56.0,30125,Paul Aguilar,4-3-1-2,Fernando Hernández,Match Report,,17,7,19.2,0,0,2019,America
31,2019-03-05,20:50,Liga MX,Clausura 2019 Regular Season,Tue,Home,L,1,3,Necaxa,2.5,1.2,59.0,14241,Paul Aguilar,4-3-3,Marco Antonio Nava,Match Report,,19,9,19.3,0,0,2019,America
32,2019-03-09,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Puebla,1.8,0.4,66.0,21614,Agustín Marchesín,4-2-3-1,Andonai Escobedo,Match Report,,24,8,19.7,0,0,2019,America
33,2019-03-16,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,W,2,0,Guadalajara,1.3,0.9,49.0,41075,Paul Aguilar,4-2-3-1,Jorge Rojas,Match Report,,13,7,15.8,0,0,2019,America
34,2019-03-30,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,UANL,1.3,0.6,37.0,36220,Paul Aguilar,4-2-3-1,Jorge Pérez,Match Report,,13,6,20.4,0,0,2019,America
35,2019-04-06,20:06,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,Tijuana,0.6,1.2,52.0,27333,Paul Aguilar,4-2-3-1,Fernando Hernández,Match Report,,11,2,18.1,0,0,2019,America
36,2019-04-14,18:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,0,0,Cruz Azul,0.8,0.5,53.0,47407,Paul Aguilar,4-2-3-1,Marco Antonio Nava,Match Report,,8,2,14.4,0,0,2019,America
37,2019-04-21,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,2,3,Toluca,2.6,2.1,60.0,25744,Paul Aguilar,4-4-1-1,Luis Santander,Match Report,,27,7,17.0,0,0,2019,America
38,2019-04-27,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Santos,1.3,0.3,45.0,2672,Paul Aguilar,4-4-2,Jorge Rojas,Match Report,,13,1,25.2,1,1,2019,America
39,2019-05-03,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,0,Veracruz,1.1,1.7,56.0,26550,Agustín Marchesín,4-4-2,Eduardo Basulto,Match Report,,14,4,16.0,0,0,2019,America
40,2019-05-09,21:05,Liga MX,Quarter-finals,Thu,Home,W,3,1,Cruz Azul,1.3,1.2,45.0,31450,Paul Aguilar,4-4-1-1,Jorge Rojas,Match Report,Leg 1 of 2,11,4,16.2,0,0,2019,America
41,2019-05-12,18:10,Liga MX,Quarter-finals,Sun,Away,L,0,1,Cruz Azul,0.4,1.4,34.0,34779,Paul Aguilar,4-4-1-1,Fernando Guerrero,Match Report,Leg 2 of 2; América won,7,1,21.4,0,0,2019,America
42,2019-05-16,20:30,Liga MX,Semi-finals,Thu,Home,L,0,1,León,0.7,0.9,51.0,27228,Paul Aguilar,4-4-1-1,Jorge Pérez,Match Report,Leg 1 of 2,14,5,19.2,0,0,2019,America
43,2019-05-19,20:06,Liga MX,Semi-finals,Sun,Away,W,1,0,León,0.9,1.1,53.0,26721,Paul Aguilar,4-4-1-1,César Arturo Ramos,Match Report,Leg 2 of 2; León won,15,4,21.6,0,0,2019,America
0,2018-07-20,19:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,2,0,Veracruz,1.9,0.9,43.0,16981,Pablo Barrera,4-2-3-1,Francisco Chacón,Match Report,,12,2,18.3,1,1,2019,Pumas UNAM
1,2018-07-29,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,5,3,Necaxa,2.6,1.5,40.0,30800,Pablo Barrera,4-4-2,Óscar Macias,Match Report,,19,7,19.7,0,0,2019,Pumas UNAM
2,2018-08-03,21:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,3,0,Atlas,1.7,1.3,44.0,40227,Pablo Barrera,4-4-2,Jorge Pérez,Match Report,,12,6,23.9,0,0,2019,Pumas UNAM
3,2018-08-12,16:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,0,0,Pachuca,0.8,0.7,43.0,21320,Pablo Barrera,4-4-2,Jorge Rojas,Match Report,,14,3,17.2,0,0,2019,Pumas UNAM
4,2018-08-18,21:06,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,1,Monterrey,1.3,1.7,52.0,40268,Pablo Barrera,4-4-2,Diego Montaño,Match Report,,11,1,20.8,0,0,2019,Pumas UNAM
5,2018-08-21,19:00,Liga MX,Apertura 2018 Regular Season,Tue,Home,L,0,1,Querétaro,0.8,2.3,53.0,10420,Pablo Barrera,4-4-2,Alejandro Funk,Match Report,,18,4,24.0,0,0,2019,Pumas UNAM
6,2018-08-25,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,2,2,América,1.2,1.2,53.0,38342,Pablo Barrera,4-4-1-1,Fernando Guerrero,Match Report,,17,5,24.8,0,0,2019,Pumas UNAM
7,2018-09-01,19:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,1,León,1.1,1.0,54.0,31297,Pablo Barrera,4-4-1-1,Jorge Rojas,Match Report,,14,6,21.5,0,0,2019,Pumas UNAM
8,2018-09-16,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,4,2,Lobos BUAP,1.7,1.2,53.0,15235,Pablo Barrera,4-4-2,Jorge Pérez,Match Report,,16,6,16.5,0,0,2019,Pumas UNAM
9,2018-09-21,19:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,0,0,Morelia,1.0,1.0,44.0,20757,Pablo Barrera,4-4-2,Roberto García,Match Report,,10,2,21.2,0,0,2019,Pumas UNAM
10,2018-09-30,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,2,2,Puebla,1.9,0.9,46.0,18630,Pablo Barrera,4-4-2,Eduardo Basulto,Match Report,,15,7,21.2,0,1,2019,Pumas UNAM
11,2018-10-06,21:06,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,1,Guadalajara,1.0,0.9,40.0,30899,Pablo Barrera,4-4-2,Óscar Macias,Match Report,,10,4,20.2,0,0,2019,Pumas UNAM
12,2018-10-21,16:30,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,3,3,UANL,1.7,2.1,48.0,29200,Pablo Barrera,4-4-2,César Arturo Ramos,Match Report,,14,6,17.5,0,0,2019,Pumas UNAM
13,2018-10-27,19:06,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,1,0,Tijuana,0.7,1.7,43.0,26333,Pablo Barrera,4-4-2,Andonai Escobedo,Match Report,,12,2,19.3,0,0,2019,Pumas UNAM
14,2018-11-04,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,1,2,Cruz Azul,1.3,1.0,54.0,42717,Pablo Barrera,4-4-2,Jorge Rojas,Match Report,,17,5,16.7,0,0,2019,Pumas UNAM
15,2018-11-11,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,1,0,Toluca,1.5,2.0,40.0,30000,Pablo Barrera,4-4-2,Fernando Guerrero,Match Report,,15,3,24.8,0,0,2019,Pumas UNAM
16,2018-11-25,12:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,Santos,0.7,1.3,48.0,27950,Pablo Barrera,4-4-1-1,Jorge Pérez,Match Report,,14,5,17.8,0,0,2019,Pumas UNAM
17,2018-11-29,21:00,Liga MX,Quarter-finals,Thu,Away,L,1,2,UANL,1.6,1.2,30.0,41301,Pablo Barrera,4-4-1-1,Óscar Macias,Match Report,Leg 1 of 2,11,4,16.6,0,0,2019,Pumas UNAM
18,2018-12-02,12:00,Liga MX,Quarter-finals,Sun,Home,W,3,1,UANL,1.8,1.2,46.0,35300,Pablo Barrera,3-4-3,Fernando Guerrero,Match Report,Leg 2 of 2; UNAM won,7,4,21.7,0,0,2019,Pumas UNAM
19,2018-12-06,20:45,Liga MX,Semi-finals,Thu,Home,D,1,1,América,2.0,1.8,68.0,49345,Pablo Barrera,3-4-3,,Match Report,Leg 1 of 2,17,7,22.0,0,0,2019,Pumas UNAM
20,2018-12-09,18:45,Liga MX,Semi-finals,Sun,Away,L,1,6,América,0.4,2.9,52.0,64039,Pablo Barrera,4-1-3-2,Jorge Rojas,Match Report,Leg 2 of 2; América won,10,3,19.3,0,0,2019,Pumas UNAM
21,2019-01-06,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,0,0,Veracruz,1.6,0.4,52.0,15625,Pablo Barrera,4-4-2,Francisco Chacón,Match Report,,17,5,17.7,0,0,2019,Pumas UNAM
22,2019-01-12,21:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,1,2,Necaxa,1.1,2.0,59.0,15567,Pablo Barrera,4-4-2,Luis Santander,Match Report,,12,4,14.6,0,0,2019,Pumas UNAM
23,2019-01-20,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,2,2,Atlas,1.0,1.8,36.0,17425,Pablo Barrera,4-4-2,Andonai Escobedo,Match Report,,10,2,18.6,0,0,2019,Pumas UNAM
24,2019-01-26,19:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,0,1,Pachuca,1.0,2.2,44.0,19520,Alfredo Saldívar,4-4-2,Roberto Ríos Jacome,Match Report,,16,2,21.8,0,0,2019,Pumas UNAM
25,2019-02-03,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,1,1,Monterrey,0.9,0.9,44.0,17825,Pablo Barrera,4-4-2,Óscar Macias,Match Report,,13,5,21.4,0,0,2019,Pumas UNAM
26,2019-02-09,17:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,W,2,0,Querétaro,0.6,0.7,44.0,18107,Pablo Barrera,4-4-2,Luis Santander,Match Report,,11,4,17.3,0,0,2019,Pumas UNAM
27,2019-02-17,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,1,0,América,1.0,1.5,54.0,42600,Pablo Barrera,4-4-2,César Arturo Ramos,Match Report,,14,4,18.6,0,0,2019,Pumas UNAM
28,2019-02-24,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,L,1,3,León,1.2,3.3,53.0,19348,Pablo Barrera,4-4-2,Francisco Chacón,Match Report,,12,4,19.4,0,0,2019,Pumas UNAM
29,2019-03-03,16:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,1,2,Lobos BUAP,2.1,0.9,61.0,9753,Pablo Barrera,4-4-2,Jorge Rojas,Match Report,,22,5,20.3,0,0,2019,Pumas UNAM
30,2019-03-10,12:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,2,2,Morelia,1.1,2.4,65.0,14122,David Cabrera Pujol,4-4-2,Jorge Pérez,Match Report,,16,7,20.6,0,0,2019,Pumas UNAM
31,2019-03-15,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,L,0,1,Puebla,2.3,2.1,54.0,23142,Pablo Barrera,4-4-2,Marco Antonio Nava,Match Report,,17,5,19.6,0,0,2019,Pumas UNAM
